GB	FGN
GB48232	FBgn0035267
GB48233	NA
GB48234	NA
GB48235	FBgn0034360
GB48236	NA
GB48237	NA
GB48238	FBgn0050011
GB48239	NA
GB48240	FBgn0250837
GB48241	FBgn0034046
GB48242	NA
GB48243	FBgn0016131
GB48244	FBgn0031459
GB48245	NA
GB48246	NA
GB48247	FBgn0033638
GB48248	NA
GB48249	NA
GB48250	FBgn0035082
GB48251	FBgn0017558
GB48252	FBgn0004087
GB48253	NA
GB48254	FBgn0003174
GB48255	FBgn0035044
GB48256	NA
GB48257	NA
GB48258	NA
GB48259	FBgn0023519
GB48260	NA
GB48261	FBgn0039566
GB48262	NA
GB48263	FBgn0005624
GB48264	FBgn0040394
GB48265	FBgn0032104
GB48266	FBgn0037142
GB48267	FBgn0039829
GB48268	FBgn0003008
GB48269	NA
GB48270	NA
GB48271	FBgn0000210
GB48272	NA
GB48273	NA
GB48274	NA
GB48275	FBgn0000253
GB48277	NA
GB48278	FBgn0002862
GB48280	NA
GB48282	NA
GB48283	NA
GB48288	NA
GB48289	NA
GB48291	NA
GB48292	NA
GB48293	FBgn0039159
GB48294	NA
GB48295	FBgn0029717
GB48296	NA
GB48297	NA
GB48298	FBgn0011725
GB48299	FBgn0032465
GB48300	FBgn0011725
GB48301	FBgn0038197
GB48303	FBgn0051005
GB48304	FBgn0004926
GB48305	FBgn0003277
GB48306	NA
GB48307	FBgn0039255
GB48308	FBgn0028325
GB48309	FBgn0033608
GB48310	FBgn0033096
GB48311	NA
GB48312	FBgn0037220
GB48313	FBgn0035622
GB48314	NA
GB48315	NA
GB48316	NA
GB48319	NA
GB48320	NA
GB48321	FBgn0029848
GB48322	FBgn0021906
GB48323	FBgn0036811
GB48324	NA
GB48325	FBgn0034434
GB48326	FBgn0015803
GB48328	NA
GB48330	NA
GB48331	FBgn0260658
GB48332	FBgn0037714
GB48333	FBgn0024188
GB48334	NA
GB48336	FBgn0050372
GB48337	FBgn0000377
GB48338	FBgn0030480
GB48339	NA
GB48340	NA
GB48341	FBgn0052732
GB48342	NA
GB48343	FBgn0260004
GB48344	FBgn0025631
GB48345	FBgn0000221
GB48346	FBgn0035755
GB48347	FBgn0036571
GB48348	NA
GB48349	FBgn0029941
GB48350	FBgn0035588
GB48351	FBgn0039349
GB48352	NA
GB48353	NA
GB48354	NA
GB48355	NA
GB48356	FBgn0036058
GB48358	FBgn0054001
GB48359	FBgn0037809
GB48360	FBgn0037031
GB48361	NA
GB48362	FBgn0000273
GB48363	NA
GB48364	FBgn0032614
GB48366	FBgn0000370
GB48367	FBgn0044323
GB48369	FBgn0038220
GB48370	FBgn0035244
GB48371	FBgn0036687
GB48372	NA
GB48373	FBgn0032744
GB48374	FBgn0032744
GB48375	FBgn0004374
GB48376	NA
GB48377	FBgn0053526
GB48378	FBgn0053526
GB48379	FBgn0035323
GB48380	FBgn0035767
GB48381	NA
GB48382	FBgn0033809
GB48383	NA
GB48384	FBgn0035848
GB48385	FBgn0040271
GB48386	FBgn0260397
GB48388	NA
GB48389	NA
GB48390	NA
GB48391	NA
GB48392	NA
GB48393	NA
GB48394	NA
GB48395	NA
GB48396	FBgn0004364
GB48397	NA
GB48398	NA
GB48399	FBgn0004364
GB48400	FBgn0034081
GB48401	FBgn0262987
GB48402	FBgn0030806
GB48403	NA
GB48404	FBgn0032746
GB48405	FBgn0032849
GB48406	FBgn0032846
GB48407	NA
GB48408	FBgn0002022
GB48409	FBgn0028527
GB48410	NA
GB48411	FBgn0004584
GB48412	FBgn0024194
GB48413	FBgn0037044
GB48414	FBgn0260859
GB48415	NA
GB48416	NA
GB48417	FBgn0053144
GB48419	FBgn0032618
GB48421	NA
GB48422	FBgn0260241
GB48423	FBgn0000426
GB48424	FBgn0033195
GB48425	FBgn0050147
GB48426	FBgn0004364
GB48427	NA
GB48428	NA
GB48429	NA
GB48430	FBgn0028382
GB48431	FBgn0035586
GB48432	FBgn0033547
GB48433	NA
GB48434	FBgn0012058
GB48435	FBgn0037683
GB48436	NA
GB48437	NA
GB48438	FBgn0025632
GB48439	NA
GB48440	NA
GB48441	NA
GB48442	NA
GB48443	NA
GB48444	FBgn0025626
GB48445	NA
GB48446	NA
GB48447	NA
GB48448	NA
GB48449	NA
GB48450	FBgn0024251
GB48451	FBgn0026749
GB48452	FBgn0016070
GB48453	FBgn0050022
GB48454	FBgn0000108
GB48456	FBgn0034491
GB48457	FBgn0035027
GB48458	NA
GB48459	NA
GB48460	FBgn0034168
GB48462	FBgn0259745
GB48463	NA
GB48464	NA
GB48465	FBgn0035900
GB48466	FBgn0036039
GB48467	FBgn0032873
GB48468	FBgn0031874
GB48469	FBgn0040230
GB48470	FBgn0036847
GB48471	NA
GB48472	FBgn0028433
GB48474	FBgn0035398
GB48475	FBgn0036195
GB48476	FBgn0036195
GB48477	NA
GB48478	FBgn0026061
GB48479	NA
GB48480	NA
GB48481	FBgn0004509
GB48482	FBgn0034703
GB48483	FBgn0028888
GB48484	FBgn0038426
GB48485	NA
GB48486	FBgn0002573
GB48487	FBgn0015360
GB48488	FBgn0017429
GB48489	FBgn0031835
GB48492	FBgn0038395
GB48494	NA
GB48496	NA
GB48497	FBgn0010470
GB48501	NA
GB48502	NA
GB48504	NA
GB48505	FBgn0013763
GB48509	FBgn0259210
GB48510	NA
GB48511	FBgn0031735
GB48512	FBgn0031735
GB48514	NA
GB48515	FBgn0025726
GB48516	NA
GB48517	FBgn0025726
GB48518	FBgn0025726
GB48519	NA
GB48520	NA
GB48521	NA
GB48523	NA
GB48524	FBgn0262117
GB48526	FBgn0038286
GB48527	FBgn0027291
GB48529	NA
GB48530	NA
GB48531	FBgn0011703
GB48532	FBgn0043458
GB48533	FBgn0027567
GB48534	FBgn0035143
GB48535	FBgn0035482
GB48536	FBgn0030086
GB48537	FBgn0035248
GB48538	NA
GB48539	FBgn0259678
GB48540	NA
GB48541	NA
GB48542	NA
GB48543	NA
GB48544	FBgn0032101
GB48545	NA
GB48546	NA
GB48548	NA
GB48549	NA
GB48550	NA
GB48551	FBgn0002707
GB48552	FBgn0027095
GB48553	NA
GB48554	NA
GB48555	NA
GB48556	FBgn0019938
GB48557	NA
GB48560	FBgn0034494
GB48561	NA
GB48563	FBgn0037094
GB48564	NA
GB48565	FBgn0051961
GB48566	NA
GB48567	NA
GB48568	NA
GB48569	NA
GB48570	NA
GB48571	FBgn0004583
GB48573	FBgn0010549
GB48574	FBgn0029752
GB48575	FBgn0037482
GB48576	NA
GB48577	NA
GB48578	FBgn0011297
GB48579	FBgn0034814
GB48580	NA
GB48581	NA
GB48582	NA
GB48583	NA
GB48584	NA
GB48585	NA
GB48586	NA
GB48587	NA
GB48588	NA
GB48589	FBgn0016930
GB48590	NA
GB48591	NA
GB48592	NA
GB48593	NA
GB48594	NA
GB48596	FBgn0052707
GB48597	FBgn0036211
GB48598	FBgn0011674
GB48599	NA
GB48600	FBgn0037182
GB48601	FBgn0015277
GB48602	NA
GB48603	NA
GB48604	FBgn0260010
GB48605	NA
GB48606	NA
GB48608	FBgn0001139
GB48609	NA
GB48610	NA
GB48611	NA
GB48612	NA
GB48613	NA
GB48614	NA
GB48617	FBgn0036536
GB48618	NA
GB48619	NA
GB48620	NA
GB48621	NA
GB48622	NA
GB48623	FBgn0029689
GB48624	FBgn0037832
GB48625	FBgn0003483
GB48626	NA
GB48627	NA
GB48628	NA
GB48629	NA
GB48630	FBgn0039876
GB48631	FBgn0039689
GB48632	FBgn0261086
GB48633	NA
GB48634	FBgn0034415
GB48635	NA
GB48636	FBgn0037815
GB48637	NA
GB48638	FBgn0264325
GB48639	FBgn0000463
GB48640	NA
GB48641	FBgn0038319
GB48642	NA
GB48643	FBgn0011336
GB48644	NA
GB48645	FBgn0263025
GB48646	FBgn0004908
GB48648	NA
GB48649	NA
GB48650	NA
GB48651	FBgn0038208
GB48652	FBgn0261995
GB48653	FBgn0001235
GB48654	NA
GB48655	FBgn0001235
GB48656	FBgn0038783
GB48657	NA
GB48658	FBgn0002306
GB48659	FBgn0037550
GB48660	FBgn0039360
GB48661	FBgn0039846
GB48662	NA
GB48663	NA
GB48664	NA
GB48665	FBgn0013995
GB48666	NA
GB48667	NA
GB48668	NA
GB48669	NA
GB48670	FBgn0027492
GB48671	FBgn0053193
GB48672	FBgn0037696
GB48673	NA
GB48674	FBgn0039280
GB48675	FBgn0051108
GB48676	NA
GB48677	FBgn0086368
GB48678	FBgn0039290
GB48679	NA
GB48680	FBgn0039291
GB48681	NA
GB48682	FBgn0039557
GB48683	NA
GB48684	FBgn0023179
GB48685	NA
GB48686	NA
GB48687	NA
GB48688	NA
GB48689	NA
GB48690	FBgn0003715
GB48691	FBgn0050418
GB48692	FBgn0035771
GB48693	FBgn0039959
GB48694	NA
GB48695	NA
GB48696	NA
GB48697	NA
GB48698	NA
GB48699	FBgn0013325
GB48700	FBgn0030673
GB48701	FBgn0000500
GB48702	NA
GB48703	NA
GB48704	NA
GB48705	NA
GB48706	NA
GB48707	FBgn0024222
GB48708	FBgn0052380
GB48709	FBgn0033061
GB48710	NA
GB48711	NA
GB48712	NA
GB48717	NA
GB48719	NA
GB48720	NA
GB48721	FBgn0031961
GB48722	NA
GB48723	NA
GB48724	NA
GB48725	NA
GB48726	NA
GB48727	NA
GB48733	NA
GB48734	NA
GB48735	NA
GB48736	NA
GB48738	FBgn0000473
GB48741	NA
GB48742	NA
GB48743	NA
GB48745	FBgn0033426
GB48746	FBgn0031327
GB48747	NA
GB48748	FBgn0037720
GB48749	FBgn0014001
GB48750	FBgn0263933
GB48751	NA
GB48752	NA
GB48753	NA
GB48754	FBgn0039664
GB48755	NA
GB48758	NA
GB48759	NA
GB48760	NA
GB48761	NA
GB48763	NA
GB48764	NA
GB48765	FBgn0031011
GB48768	FBgn0031011
GB48769	FBgn0032362
GB48770	FBgn0259719
GB48771	FBgn0031668
GB48772	FBgn0031267
GB48775	NA
GB48776	FBgn0036685
GB48777	FBgn0036514
GB48778	FBgn0036514
GB48780	NA
GB48781	NA
GB48782	FBgn0020389
GB48783	NA
GB48784	FBgn0000409
GB48785	NA
GB48786	NA
GB48787	NA
GB48788	FBgn0085403
GB48789	FBgn0032363
GB48790	FBgn0031010
GB48791	NA
GB48792	NA
GB48793	NA
GB48794	FBgn0004034
GB48795	FBgn0028741
GB48796	FBgn0012344
GB48797	FBgn0037847
GB48798	FBgn0037647
GB48799	FBgn0037646
GB48801	NA
GB48802	NA
GB48803	NA
GB48804	NA
GB48805	NA
GB48806	FBgn0037645
GB48807	NA
GB48808	NA
GB48809	FBgn0053217
GB48810	FBgn0261602
GB48811	FBgn0263231
GB48812	FBgn0037718
GB48813	FBgn0066365
GB48814	NA
GB48815	NA
GB48816	NA
GB48817	FBgn0039348
GB48818	NA
GB48819	NA
GB48820	FBgn0002930
GB48821	FBgn0039164
GB48823	FBgn0005677
GB48824	NA
GB48825	FBgn0038344
GB48826	FBgn0038110
GB48827	FBgn0033784
GB48828	NA
GB48829	FBgn0031150
GB48830	NA
GB48831	FBgn0000552
GB48832	NA
GB48833	FBgn0004512
GB48834	NA
GB48835	NA
GB48836	FBgn0039347
GB48837	FBgn0039008
GB48838	FBgn0011224
GB48839	NA
GB48840	FBgn0011224
GB48841	NA
GB48842	NA
GB48843	NA
GB48844	NA
GB48845	FBgn0039828
GB48846	FBgn0019952
GB48847	FBgn0024332
GB48848	NA
GB48849	FBgn0038965
GB48850	FBgn0037547
GB48851	NA
GB48852	FBgn0259139
GB48853	NA
GB48854	FBgn0002917
GB48855	FBgn0039958
GB48856	NA
GB48857	NA
GB48858	NA
GB48859	FBgn0037652
GB48860	NA
GB48861	NA
GB48862	FBgn0036588
GB48863	NA
GB48864	NA
GB48866	FBgn0051184
GB48867	NA
GB48868	NA
GB48870	FBgn0031730
GB48871	FBgn0035644
GB48872	FBgn0032470
GB48873	FBgn0032470
GB48874	FBgn0038166
GB48875	NA
GB48876	FBgn0037822
GB48877	NA
GB48878	NA
GB48879	NA
GB48880	NA
GB48881	FBgn0020385
GB48882	NA
GB48883	FBgn0086689
GB48884	FBgn0086689
GB48885	NA
GB48886	FBgn0039450
GB48887	NA
GB48888	NA
GB48889	FBgn0020647
GB48890	NA
GB48892	NA
GB48893	NA
GB48894	FBgn0033876
GB48897	FBgn0025373
GB48898	FBgn0025373
GB48899	FBgn0025373
GB48900	NA
GB48901	NA
GB48903	NA
GB48904	FBgn0010226
GB48905	FBgn0010226
GB48907	NA
GB48908	FBgn0261530
GB48909	FBgn0039104
GB48910	FBgn0039104
GB48911	FBgn0035724
GB48912	FBgn0260943
GB48913	FBgn0260943
GB48914	NA
GB48915	NA
GB48916	FBgn0034744
GB48917	NA
GB48918	NA
GB48919	NA
GB48920	NA
GB48921	NA
GB48922	NA
GB48923	FBgn0034246
GB48924	FBgn0013269
GB48925	FBgn0001986
GB48926	FBgn0035853
GB48927	FBgn0036005
GB48928	FBgn0034914
GB48929	FBgn0035063
GB48930	NA
GB48931	NA
GB48932	FBgn0260935
GB48933	FBgn0263594
GB48934	NA
GB48935	FBgn0003310
GB48936	FBgn0028560
GB48937	FBgn0028560
GB48938	NA
GB48940	FBgn0051352
GB48941	NA
GB48942	FBgn0052944
GB48943	FBgn0038922
GB48944	FBgn0037383
GB48945	FBgn0039236
GB48946	FBgn0038725
GB48947	NA
GB48948	NA
GB48949	FBgn0026252
GB48950	NA
GB48951	FBgn0034068
GB48953	NA
GB48954	FBgn0028746
GB48955	FBgn0035294
GB48956	FBgn0034245
GB48957	NA
GB48958	NA
GB48959	NA
GB48960	FBgn0035733
GB48961	FBgn0052250
GB48962	NA
GB48963	FBgn0015376
GB48965	NA
GB48966	FBgn0000251
GB48967	NA
GB48968	NA
GB48969	NA
GB48970	NA
GB48971	NA
GB48972	FBgn0004449
GB48973	FBgn0053094
GB48974	FBgn0037262
GB48975	NA
GB48976	NA
GB48977	NA
GB48978	NA
GB48979	FBgn0039864
GB48980	FBgn0039864
GB48981	FBgn0034517
GB48982	NA
GB48983	FBgn0030873
GB48984	NA
GB48985	NA
GB48986	NA
GB48987	NA
GB48988	NA
GB48989	NA
GB48990	NA
GB48991	NA
GB48992	NA
GB48993	FBgn0000473
GB48994	FBgn0015278
GB48996	NA
GB48997	FBgn0032475
GB48998	FBgn0032475
GB48999	FBgn0001994
GB49000	FBgn0035916
GB49001	NA
GB49002	NA
GB49003	NA
GB49004	NA
GB49010	NA
GB49012	FBgn0025592
GB49013	FBgn0033378
GB49014	NA
GB49015	NA
GB49016	NA
GB49017	NA
GB49018	NA
GB49019	NA
GB49020	FBgn0028402
GB49021	FBgn0034030
GB49022	FBgn0029887
GB49024	FBgn0010408
GB49025	FBgn0024236
GB49026	FBgn0025455
GB49027	FBgn0035515
GB49028	FBgn0040512
GB49029	FBgn0000606
GB49030	NA
GB49031	FBgn0010411
GB49032	FBgn0038649
GB49033	FBgn0260779
GB49034	NA
GB49035	NA
GB49036	NA
GB49037	FBgn0034237
GB49038	FBgn0034433
GB49039	NA
GB49040	FBgn0039710
GB49041	NA
GB49042	FBgn0000482
GB49043	NA
GB49044	NA
GB49045	NA
GB49046	FBgn0041723
GB49047	FBgn0028684
GB49048	FBgn0031784
GB49049	NA
GB49050	NA
GB49051	FBgn0035379
GB49053	NA
GB49054	FBgn0029128
GB49055	NA
GB49056	FBgn0024250
GB49057	NA
GB49058	NA
GB49060	NA
GB49062	NA
GB49063	NA
GB49064	NA
GB49065	NA
GB49066	NA
GB49067	FBgn0033782
GB49068	NA
GB49069	FBgn0040339
GB49071	NA
GB49072	NA
GB49073	FBgn0264443
GB49074	FBgn0033686
GB49075	NA
GB49076	FBgn0032938
GB49078	NA
GB49079	FBgn0029648
GB49080	FBgn0025835
GB49081	NA
GB49082	NA
GB49083	FBgn0000259
GB49084	FBgn0000063
GB49085	FBgn0022224
GB49086	FBgn0030407
GB49087	FBgn0035533
GB49089	FBgn0026679
GB49090	FBgn0030000
GB49091	NA
GB49093	FBgn0033450
GB49094	NA
GB49095	FBgn0062413
GB49096	FBgn0026722
GB49097	FBgn0001280
GB49098	FBgn0020445
GB49099	FBgn0052683
GB49100	FBgn0033060
GB49101	FBgn0032782
GB49102	NA
GB49103	NA
GB49104	NA
GB49105	FBgn0000567
GB49106	FBgn0250789
GB49107	FBgn0010660
GB49108	FBgn0030358
GB49109	FBgn0030357
GB49110	FBgn0030357
GB49111	FBgn0003656
GB49112	FBgn0263398
GB49113	NA
GB49114	FBgn0029672
GB49115	NA
GB49116	FBgn0036271
GB49117	FBgn0001218
GB49118	FBgn0030457
GB49119	FBgn0037504
GB49120	FBgn0003079
GB49121	NA
GB49122	NA
GB49123	NA
GB49124	FBgn0025742
GB49125	NA
GB49126	FBgn0035879
GB49127	NA
GB49128	NA
GB49129	NA
GB49130	NA
GB49131	FBgn0260446
GB49132	FBgn0033737
GB49134	NA
GB49135	NA
GB49137	NA
GB49138	NA
GB49139	FBgn0029943
GB49140	NA
GB49144	NA
GB49145	NA
GB49146	FBgn0004574
GB49147	FBgn0026565
GB49149	FBgn0004647
GB49150	FBgn0259228
GB49151	NA
GB49152	FBgn0032901
GB49153	NA
GB49154	FBgn0029131
GB49155	FBgn0027084
GB49156	FBgn0027592
GB49157	FBgn0033901
GB49158	FBgn0021825
GB49159	FBgn0031145
GB49160	NA
GB49161	FBgn0036515
GB49162	NA
GB49163	NA
GB49164	FBgn0260970
GB49165	FBgn0039303
GB49166	FBgn0033744
GB49167	FBgn0026170
GB49168	NA
GB49169	FBgn0027280
GB49170	FBgn0010198
GB49171	FBgn0021764
GB49172	FBgn0000541
GB49173	FBgn0036927
GB49174	FBgn0034261
GB49175	FBgn0036992
GB49177	FBgn0039359
GB49178	FBgn0026738
GB49179	FBgn0036437
GB49180	NA
GB49182	NA
GB49183	NA
GB49184	FBgn0032749
GB49185	FBgn0031566
GB49186	FBgn0031566
GB49187	FBgn0031981
GB49188	FBgn0032891
GB49189	FBgn0029925
GB49190	FBgn0003044
GB49191	FBgn0036219
GB49192	FBgn0029714
GB49193	FBgn0004656
GB49194	NA
GB49195	NA
GB49202	NA
GB49204	NA
GB49206	NA
GB49207	FBgn0016078
GB49208	NA
GB49218	NA
GB49219	FBgn0031905
GB49220	FBgn0016726
GB49221	FBgn0032811
GB49222	FBgn0036534
GB49223	FBgn0036588
GB49224	NA
GB49225	NA
GB49226	FBgn0038428
GB49227	FBgn0037238
GB49229	NA
GB49230	NA
GB49231	NA
GB49232	NA
GB49233	FBgn0264307
GB49234	FBgn0026089
GB49235	FBgn0027518
GB49236	NA
GB49237	NA
GB49238	NA
GB49239	FBgn0027575
GB49240	FBgn0012036
GB49241	NA
GB49242	FBgn0025628
GB49243	NA
GB49244	FBgn0036740
GB49245	FBgn0030768
GB49246	NA
GB49247	NA
GB49248	FBgn0037976
GB49249	FBgn0054039
GB49250	FBgn0037933
GB49255	FBgn0032083
GB49257	NA
GB49258	NA
GB49259	NA
GB49260	NA
GB49261	NA
GB49262	NA
GB49263	NA
GB49264	FBgn0035951
GB49265	FBgn0038839
GB49266	NA
GB49267	NA
GB49268	NA
GB49269	FBgn0044028
GB49270	NA
GB49271	NA
GB49272	NA
GB49273	FBgn0026255
GB49274	NA
GB49275	FBgn0028422
GB49276	NA
GB49277	NA
GB49278	NA
GB49279	NA
GB49280	NA
GB49281	NA
GB49282	FBgn0025624
GB49283	NA
GB49284	FBgn0261361
GB49285	FBgn0030114
GB49286	NA
GB49287	FBgn0039686
GB49289	NA
GB49290	NA
GB49294	NA
GB49295	FBgn0014859
GB49296	FBgn0030974
GB49297	FBgn0031414
GB49298	FBgn0004456
GB49299	FBgn0030088
GB49300	NA
GB49301	FBgn0030089
GB49302	NA
GB49303	FBgn0262871
GB49304	FBgn0010097
GB49305	FBgn0037374
GB49306	FBgn0020235
GB49307	FBgn0031657
GB49308	FBgn0085638
GB49309	NA
GB49311	NA
GB49312	FBgn0032889
GB49313	FBgn0004363
GB49314	NA
GB49315	FBgn0033846
GB49316	NA
GB49317	NA
GB49318	NA
GB49320	FBgn0263006
GB49321	NA
GB49322	FBgn0036235
GB49323	NA
GB49324	FBgn0033392
GB49325	FBgn0011604
GB49326	FBgn0034142
GB49327	FBgn0029821
GB49328	FBgn0029821
GB49329	FBgn0030996
GB49330	FBgn0039234
GB49331	FBgn0032235
GB49332	FBgn0000529
GB49333	NA
GB49335	NA
GB49336	FBgn0033246
GB49337	FBgn0028691
GB49338	FBgn0037781
GB49339	FBgn0033387
GB49340	FBgn0026576
GB49341	NA
GB49342	FBgn0034611
GB49343	FBgn0002521
GB49344	FBgn0010441
GB49345	FBgn0037541
GB49346	FBgn0037541
GB49347	NA
GB49348	FBgn0031818
GB49349	FBgn0035523
GB49350	NA
GB49351	NA
GB49352	NA
GB49353	FBgn0002525
GB49354	NA
GB49355	NA
GB49356	FBgn0000566
GB49357	FBgn0035524
GB49358	FBgn0032812
GB49359	NA
GB49360	NA
GB49361	NA
GB49362	FBgn0261723
GB49363	FBgn0027562
GB49364	FBgn0017457
GB49365	FBgn0053198
GB49366	FBgn0052104
GB49367	NA
GB49368	NA
GB49369	FBgn0260759
GB49370	FBgn0014032
GB49371	FBgn0030995
GB49372	NA
GB49373	FBgn0011668
GB49375	FBgn0001235
GB49376	NA
GB49377	FBgn0017545
GB49378	NA
GB49379	NA
GB49380	FBgn0029821
GB49381	NA
GB49382	FBgn0030710
GB49383	FBgn0037556
GB49384	NA
GB49385	NA
GB49386	NA
GB49387	NA
GB49388	FBgn0001965
GB49389	FBgn0010238
GB49390	NA
GB49391	FBgn0034985
GB49392	FBgn0023540
GB49393	NA
GB49394	NA
GB49395	NA
GB49396	NA
GB49397	FBgn0033250
GB49398	NA
GB49399	FBgn0027054
GB49400	FBgn0262599
GB49401	NA
GB49402	NA
GB49403	FBgn0032642
GB49404	FBgn0031401
GB49405	NA
GB49406	FBgn0053214
GB49407	FBgn0036556
GB49408	NA
GB49409	FBgn0021847
GB49410	FBgn0000253
GB49411	FBgn0039407
GB49412	FBgn0038499
GB49413	FBgn0027053
GB49414	FBgn0033088
GB49415	FBgn0021856
GB49416	NA
GB49417	FBgn0032445
GB49418	FBgn0034503
GB49419	FBgn0037445
GB49420	FBgn0028372
GB49421	FBgn0029929
GB49422	FBgn0034350
GB49423	FBgn0031321
GB49424	FBgn0031395
GB49425	FBgn0034792
GB49426	FBgn0033005
GB49427	NA
GB49428	FBgn0005198
GB49429	FBgn0261722
GB49430	NA
GB49431	NA
GB49432	FBgn0039727
GB49433	FBgn0029148
GB49434	NA
GB49435	NA
GB49436	NA
GB49437	NA
GB49438	FBgn0027508
GB49439	FBgn0036428
GB49440	NA
GB49441	NA
GB49442	NA
GB49443	FBgn0038042
GB49444	FBgn0032176
GB49445	NA
GB49446	FBgn0026056
GB49447	NA
GB49448	FBgn0039737
GB49449	FBgn0039737
GB49450	NA
GB49451	FBgn0039337
GB49452	FBgn0038385
GB49453	NA
GB49454	NA
GB49455	NA
GB49456	FBgn0052549
GB49457	FBgn0031877
GB49458	FBgn0030966
GB49459	FBgn0036614
GB49460	NA
GB49461	NA
GB49462	NA
GB49463	FBgn0039427
GB49466	FBgn0261988
GB49467	NA
GB49468	FBgn0030504
GB49469	NA
GB49471	FBgn0030584
GB49473	NA
GB49474	NA
GB49475	FBgn0039844
GB49476	FBgn0034660
GB49477	NA
GB49478	FBgn0000206
GB49479	FBgn0043005
GB49480	FBgn0038237
GB49481	NA
GB49482	NA
GB49483	NA
GB49484	NA
GB49485	FBgn0027082
GB49486	FBgn0037638
GB49487	FBgn0028932
GB49488	FBgn0037347
GB49489	FBgn0030289
GB49490	FBgn0011745
GB49491	FBgn0004391
GB49492	FBgn0039626
GB49493	NA
GB49494	NA
GB49495	FBgn0033860
GB49496	NA
GB49497	FBgn0005671
GB49498	FBgn0038046
GB49499	FBgn0039638
GB49500	NA
GB49501	FBgn0261434
GB49502	NA
GB49503	NA
GB49504	NA
GB49505	FBgn0036980
GB49506	FBgn0039767
GB49507	NA
GB49508	FBgn0031725
GB49509	FBgn0259144
GB49510	FBgn0259144
GB49511	FBgn0261388
GB49512	NA
GB49513	NA
GB49514	FBgn0025140
GB49515	FBgn0264491
GB49516	NA
GB49517	FBgn0025864
GB49518	FBgn0010416
GB49519	FBgn0029911
GB49520	NA
GB49521	FBgn0030178
GB49522	FBgn0024196
GB49523	FBgn0031753
GB49524	FBgn0035464
GB49525	FBgn0023441
GB49526	NA
GB49527	FBgn0004643
GB49528	FBgn0038856
GB49529	FBgn0035630
GB49530	NA
GB49531	NA
GB49532	NA
GB49533	FBgn0033109
GB49534	FBgn0027341
GB49535	FBgn0004624
GB49536	FBgn0031458
GB49537	FBgn0036486
GB49538	FBgn0038546
GB49539	FBgn0038055
GB49540	FBgn0033206
GB49541	FBgn0085430
GB49542	NA
GB49543	FBgn0036381
GB49544	NA
GB49545	FBgn0010226
GB49546	NA
GB49547	NA
GB49548	FBgn0010015
GB49549	NA
GB49551	NA
GB49552	FBgn0035501
GB49553	FBgn0033349
GB49554	FBgn0030136
GB49555	FBgn0036426
GB49556	FBgn0014861
GB49557	NA
GB49558	NA
GB49559	FBgn0016919
GB49560	NA
GB49561	NA
GB49562	NA
GB49563	NA
GB49564	FBgn0034897
GB49565	NA
GB49566	NA
GB49567	FBgn0034897
GB49568	NA
GB49569	NA
GB49570	FBgn0028509
GB49571	FBgn0038504
GB49572	FBgn0038389
GB49573	FBgn0033341
GB49574	NA
GB49575	NA
GB49576	NA
GB49577	NA
GB49578	NA
GB49579	NA
GB49580	NA
GB49581	NA
GB49582	FBgn0020270
GB49583	FBgn0004403
GB49584	NA
GB49585	FBgn0004436
GB49586	NA
GB49587	NA
GB49588	FBgn0051363
GB49589	FBgn0038578
GB49590	NA
GB49592	NA
GB49593	NA
GB49594	FBgn0261284
GB49596	FBgn0263697
GB49597	FBgn0020660
GB49598	FBgn0011305
GB49599	NA
GB49600	NA
GB49601	FBgn0031571
GB49602	NA
GB49603	NA
GB49604	FBgn0015664
GB49605	FBgn0052579
GB49606	FBgn0014391
GB49607	FBgn0032949
GB49608	FBgn0016762
GB49609	FBgn0030057
GB49610	NA
GB49611	FBgn0030058
GB49612	FBgn0031814
GB49613	FBgn0002791
GB49614	FBgn0250732
GB49616	NA
GB49621	FBgn0036169
GB49622	FBgn0042712
GB49623	FBgn0031082
GB49624	FBgn0051717
GB49625	NA
GB49626	FBgn0034053
GB49627	NA
GB49628	FBgn0259979
GB49629	FBgn0010288
GB49630	NA
GB49632	FBgn0004888
GB49633	FBgn0020909
GB49634	FBgn0037022
GB49635	NA
GB49637	FBgn0024889
GB49638	FBgn0035970
GB49639	FBgn0039648
GB49640	FBgn0039647
GB49641	FBgn0039650
GB49642	NA
GB49643	FBgn0038049
GB49644	FBgn0035168
GB49645	NA
GB49646	FBgn0038511
GB49647	NA
GB49648	FBgn0000564
GB49649	FBgn0039993
GB49650	FBgn0050497
GB49651	FBgn0034367
GB49652	FBgn0035136
GB49653	FBgn0014427
GB49654	FBgn0039271
GB49655	FBgn0036908
GB49656	NA
GB49657	FBgn0004606
GB49658	NA
GB49659	FBgn0028658
GB49660	FBgn0039639
GB49661	NA
GB49662	NA
GB49663	NA
GB49664	FBgn0051191
GB49665	NA
GB49666	FBgn0039116
GB49667	NA
GB49668	NA
GB49669	NA
GB49670	NA
GB49671	NA
GB49672	FBgn0038842
GB49675	NA
GB49676	NA
GB49680	FBgn0041203
GB49681	NA
GB49682	FBgn0041203
GB49683	NA
GB49684	FBgn0000179
GB49685	NA
GB49686	NA
GB49687	NA
GB49688	FBgn0032685
GB49689	FBgn0004577
GB49690	NA
GB49691	NA
GB49692	FBgn0037244
GB49693	NA
GB49694	NA
GB49695	NA
GB49696	FBgn0038063
GB49698	NA
