GB	Taxa
GB48101	Insecta
GB48102	Insecta
GB48103	Insecta
GB48104	Insecta
GB48105	Insecta
GB48107	NA
GB48108	NA
GB48109	Insecta
GB48110	Insecta
GB48111	Insecta
GB48112	Insecta
GB48113	Insecta
GB48114	Insecta
GB48115	Insecta
GB48117	Insecta
GB48118	Insecta
GB48121	Insecta
GB48122	Insecta
GB48124	Insecta
GB48125	Insecta
GB48126	Insecta
GB48127	Insecta
GB48128	Insecta
GB48129	Apis
GB48131	Hymenoptera
GB48132	Hymenoptera
GB48133	Hymenoptera
GB48134	Insecta
GB48135	Insecta
GB48136	Insecta
GB48137	Hymenoptera
GB48138	Insecta
GB48139	NA
GB48140	Insecta
GB48143	Hymenoptera
GB48144	Insecta
GB48145	Insecta
GB48146	Hymenoptera
GB48147	Apoidea
GB48148	Apoidea
GB48149	Hymenoptera
GB48150	Insecta
GB48151	Insecta
GB48152	Insecta
GB48153	NA
GB48154	Apis
GB48155	Insecta
GB48156	Insecta
GB48157	Insecta
GB48158	Insecta
GB48159	Insecta
GB48160	Insecta
GB48161	Insecta
GB48162	Insecta
GB48163	Insecta
GB48165	Insecta
GB48167	Insecta
GB48169	Insecta
GB48170	Insecta
GB48172	Insecta
GB48173	Insecta
GB48174	Insecta
GB48175	Insecta
GB48176	Insecta
GB48177	Insecta
GB48178	Hymenoptera
GB48179	NA
GB48180	NA
GB48181	NA
GB48183	Apoidea
GB48187	Insecta
GB48188	Insecta
GB48189	Hymenoptera
GB48190	Insecta
GB48191	Insecta
GB48199	Insecta
GB48200	Insecta
GB48201	Insecta
GB48203	Insecta
GB48204	Insecta
GB48205	Insecta
GB48207	Insecta
GB48208	Insecta
GB48209	Insecta
GB48210	Insecta
GB48211	Apis
GB48215	Insecta
GB48216	Insecta
GB48217	Hymenoptera
GB48219	Insecta
GB48220	Insecta
GB48222	Insecta
GB48223	Insecta
GB48224	Insecta
GB48225	Insecta
GB48227	Insecta
GB48228	Insecta
GB48229	Insecta
GB48230	Insecta
GB48231	Insecta
GB48232	Insecta
GB48233	Hymenoptera
GB48234	Insecta
GB48235	Insecta
GB48237	Hymenoptera
GB48238	Insecta
GB48239	Insecta
GB48240	Insecta
GB48241	Insecta
GB48243	Insecta
GB48244	Insecta
GB48245	NA
GB48246	NA
GB48247	Insecta
GB48248	Insecta
GB48249	NA
GB48250	Insecta
GB48251	Insecta
GB48252	Insecta
GB48253	NA
GB48254	Insecta
GB48255	Insecta
GB48256	Hymenoptera
GB48258	Insecta
GB48259	Insecta
GB48260	NA
GB48261	Insecta
GB48262	Hymenoptera
GB48263	Insecta
GB48264	Insecta
GB48265	Insecta
GB48266	Insecta
GB48268	Insecta
GB48269	Insecta
GB48270	Insecta
GB48271	Insecta
GB48272	Insecta
GB48273	Insecta
GB48274	Hymenoptera
GB48275	Insecta
GB48277	Insecta
GB48278	Insecta
GB48291	NA
GB48292	NA
GB48293	Insecta
GB48295	Insecta
GB48296	NA
GB48297	NA
GB48298	Insecta
GB48299	Insecta
GB48300	Insecta
GB48301	Insecta
GB48303	Insecta
GB48304	Insecta
GB48305	Insecta
GB48306	NA
GB48307	Insecta
GB48308	Insecta
GB48309	Insecta
GB48310	Insecta
GB48311	Insecta
GB48312	Insecta
GB48313	Insecta
GB48314	Insecta
GB48315	Hymenoptera
GB48316	Hymenoptera
GB48317	Insecta
GB48321	Insecta
GB48322	Insecta
GB48323	Insecta
GB48324	Hymenoptera
GB48325	Insecta
GB48326	Insecta
GB48330	Insecta
GB48331	Insecta
GB48332	Insecta
GB48333	Insecta
GB48334	NA
GB48336	Insecta
GB48337	Insecta
GB48338	Insecta
GB48339	Insecta
GB48340	Hymenoptera
GB48341	Insecta
GB48342	Apoidea
GB48343	Insecta
GB48344	Insecta
GB48345	Insecta
GB48346	Insecta
GB48347	Insecta
GB48348	Hymenoptera
GB48349	Insecta
GB48350	Insecta
GB48351	Insecta
GB48352	Insecta
GB48353	NA
GB48355	Insecta
GB48356	Insecta
GB48358	Insecta
GB48359	Insecta
GB48360	Insecta
GB48361	NA
GB48362	Insecta
GB48363	Hymenoptera
GB48364	Insecta
GB48366	Insecta
GB48367	Insecta
GB48369	Insecta
GB48370	Insecta
GB48371	Insecta
GB48372	Insecta
GB48373	Insecta
GB48375	Insecta
GB48376	NA
GB48377	Insecta
GB48378	Insecta
GB48379	Insecta
GB48380	Insecta
GB48382	Insecta
GB48383	NA
GB48384	Insecta
GB48385	Insecta
GB48386	Insecta
GB48388	Hymenoptera
GB48389	Insecta
GB48390	NA
GB48391	Hymenoptera
GB48392	NA
GB48393	NA
GB48395	NA
GB48396	Insecta
GB48397	NA
GB48398	NA
GB48399	Insecta
GB48400	Insecta
GB48401	Insecta
GB48402	Insecta
GB48403	Insecta
GB48404	Insecta
GB48405	Insecta
GB48406	Insecta
GB48407	Hymenoptera
GB48408	Insecta
GB48409	Insecta
GB48411	Insecta
GB48412	Insecta
GB48413	Insecta
GB48414	Insecta
GB48415	Hymenoptera
GB48416	Insecta
GB48417	Insecta
GB48419	Insecta
GB48421	NA
GB48422	Insecta
GB48424	Insecta
GB48425	Insecta
GB48426	Insecta
GB48427	NA
GB48428	Insecta
GB48429	Insecta
GB48430	Insecta
GB48431	Insecta
GB48432	Insecta
GB48433	Insecta
GB48434	Insecta
GB48435	Insecta
GB48436	Hymenoptera
GB48437	Hymenoptera
GB48438	Insecta
GB48439	Hymenoptera
GB48440	Hymenoptera
GB48441	NA
GB48443	Insecta
GB48444	Insecta
GB48446	Insecta
GB48447	Hymenoptera
GB48448	Insecta
GB48450	Insecta
GB48452	Insecta
GB48453	Insecta
GB48454	Insecta
GB48456	Insecta
GB48457	Insecta
GB48458	NA
GB48459	Hymenoptera
GB48460	Insecta
GB48462	Insecta
GB48463	Insecta
GB48464	Insecta
GB48465	Insecta
GB48466	Insecta
GB48467	Insecta
GB48468	Insecta
GB48469	Insecta
GB48470	Insecta
GB48471	Apoidea
GB48474	Insecta
GB48475	Insecta
GB48476	Insecta
GB48477	NA
GB48478	Insecta
GB48479	NA
GB48480	Hymenoptera
GB48481	Insecta
GB48482	Insecta
GB48483	Insecta
GB48484	Insecta
GB48485	NA
GB48486	Insecta
GB48487	Insecta
GB48488	Insecta
GB48489	Insecta
GB48496	NA
GB48497	Insecta
GB48509	Insecta
GB48510	Insecta
GB48511	Insecta
GB48512	Insecta
GB48514	Hymenoptera
GB48515	Insecta
GB48517	Insecta
GB48518	Insecta
GB48519	NA
GB48521	Insecta
GB48523	Insecta
GB48524	Insecta
GB48526	Insecta
GB48527	Insecta
GB48530	Insecta
GB48531	Insecta
GB48532	Insecta
GB48533	Insecta
GB48534	Insecta
GB48535	Insecta
GB48536	Insecta
GB48537	Insecta
GB48538	Insecta
GB48539	Insecta
GB48541	NA
GB48542	NA
GB48543	Insecta
GB48544	Insecta
GB48545	NA
GB48546	NA
GB48548	NA
GB48549	NA
GB48550	NA
GB48551	Insecta
GB48552	Insecta
GB48554	Apis
GB48555	Insecta
GB48556	Insecta
GB48557	Insecta
GB48560	Insecta
GB48561	NA
GB48563	Insecta
GB48564	NA
GB48565	Insecta
GB48566	Insecta
GB48567	Insecta
GB48569	NA
GB48570	NA
GB48571	Insecta
GB48573	Insecta
GB48574	Insecta
GB48575	Insecta
GB48576	Insecta
GB48577	Apoidea
GB48578	Insecta
GB48579	Insecta
GB48580	Apoidea
GB48581	Apoidea
GB48588	NA
GB48589	Insecta
GB48590	NA
GB48591	NA
GB48593	NA
GB48594	NA
GB48596	Insecta
GB48597	Insecta
GB48598	Insecta
GB48599	Insecta
GB48600	Insecta
GB48601	Insecta
GB48602	Insecta
GB48603	Insecta
GB48604	Insecta
GB48608	Insecta
GB48610	Apoidea
GB48611	NA
GB48612	NA
GB48614	NA
GB48617	Insecta
GB48618	Hymenoptera
GB48619	Insecta
GB48620	Insecta
GB48621	Hymenoptera
GB48622	Apoidea
GB48623	Insecta
GB48624	Insecta
GB48625	Insecta
GB48626	Insecta
GB48627	Hymenoptera
GB48628	Insecta
GB48630	Insecta
GB48631	Insecta
GB48632	Insecta
GB48634	Insecta
GB48635	NA
GB48636	Insecta
GB48637	NA
GB48638	Insecta
GB48639	Insecta
GB48640	Insecta
GB48641	Insecta
GB48642	Insecta
GB48643	Insecta
GB48644	Insecta
GB48645	Insecta
GB48646	Insecta
GB48648	NA
GB48649	NA
GB48651	Insecta
GB48652	Insecta
GB48653	Insecta
GB48654	NA
GB48655	Insecta
GB48656	Insecta
GB48658	Insecta
GB48659	Insecta
GB48660	Insecta
GB48661	Insecta
GB48662	Hymenoptera
GB48663	Hymenoptera
GB48664	Hymenoptera
GB48665	Insecta
GB48666	NA
GB48667	Hymenoptera
GB48668	Hymenoptera
GB48669	Insecta
GB48670	Insecta
GB48671	Insecta
GB48672	Insecta
GB48674	Insecta
GB48675	Insecta
GB48676	Insecta
GB48677	Insecta
GB48678	Insecta
GB48679	Hymenoptera
GB48680	Insecta
GB48681	Apoidea
GB48682	Insecta
GB48683	Insecta
GB48684	Insecta
GB48685	Insecta
GB48689	NA
GB48690	Insecta
GB48691	Insecta
GB48692	Insecta
GB48693	Insecta
GB48694	Hymenoptera
GB48695	NA
GB48696	Apis
GB48697	Hymenoptera
GB48698	Insecta
GB48699	Insecta
GB48700	Insecta
GB48701	Insecta
GB48702	NA
GB48703	Apoidea
GB48704	NA
GB48705	NA
GB48706	Hymenoptera
GB48707	Insecta
GB48708	Insecta
GB48709	Insecta
GB48710	Hymenoptera
GB48711	NA
GB48712	NA
GB48720	Insecta
GB48721	Insecta
GB48722	NA
GB48723	NA
GB48725	Apoidea
GB48727	Apoidea
GB48741	Hymenoptera
GB48742	NA
GB48743	Insecta
GB48745	Insecta
GB48746	Insecta
GB48748	Insecta
GB48749	Insecta
GB48750	Insecta
GB48752	NA
GB48753	NA
GB48754	Insecta
GB48755	Insecta
GB48758	NA
GB48760	Insecta
GB48761	NA
GB48763	Insecta
GB48764	NA
GB48765	Insecta
GB48768	Insecta
GB48769	Insecta
GB48770	Insecta
GB48771	Insecta
GB48772	Insecta
GB48775	Hymenoptera
GB48776	Insecta
GB48777	Insecta
GB48778	Insecta
GB48780	Insecta
GB48781	Insecta
GB48782	Insecta
GB48783	Insecta
GB48784	Insecta
GB48785	NA
GB48786	Hymenoptera
GB48787	Hymenoptera
GB48788	Insecta
GB48789	Insecta
GB48790	Insecta
GB48791	Hymenoptera
GB48792	NA
GB48793	NA
GB48794	Insecta
GB48795	Insecta
GB48796	Insecta
GB48797	Insecta
GB48798	Insecta
GB48799	Insecta
GB48802	NA
GB48803	NA
GB48804	NA
GB48805	NA
GB48806	Insecta
GB48807	NA
GB48809	Insecta
GB48810	Insecta
GB48811	Insecta
GB48812	Insecta
GB48813	Insecta
GB48815	Hymenoptera
GB48816	Hymenoptera
GB48817	Insecta
GB48818	Hymenoptera
GB48819	Apoidea
GB48820	Insecta
GB48821	Insecta
GB48823	Insecta
GB48824	Insecta
GB48825	Insecta
GB48826	Insecta
GB48827	Insecta
GB48828	Insecta
GB48829	Insecta
GB48830	NA
GB48831	Insecta
GB48832	NA
GB48833	Insecta
GB48834	Insecta
GB48835	Insecta
GB48836	Insecta
GB48837	Insecta
GB48838	Insecta
GB48839	NA
GB48840	Insecta
GB48841	Hymenoptera
GB48842	Hymenoptera
GB48843	Hymenoptera
GB48844	NA
GB48845	Insecta
GB48846	Insecta
GB48847	Insecta
GB48848	NA
GB48849	Insecta
GB48850	Insecta
GB48851	Hymenoptera
GB48852	Insecta
GB48853	Insecta
GB48854	Insecta
GB48855	Insecta
GB48857	Insecta
GB48858	Insecta
GB48859	Insecta
GB48860	NA
GB48861	Hymenoptera
GB48862	Insecta
GB48863	Hymenoptera
GB48864	Insecta
GB48866	Insecta
GB48867	NA
GB48868	Insecta
GB48870	Insecta
GB48871	Insecta
GB48872	Insecta
GB48873	Insecta
GB48874	Insecta
GB48876	Insecta
GB48877	NA
GB48878	NA
GB48879	NA
GB48880	NA
GB48881	Insecta
GB48882	Hymenoptera
GB48883	Insecta
GB48884	Insecta
GB48885	NA
GB48886	Insecta
GB48887	Hymenoptera
GB48888	NA
GB48889	Insecta
GB48892	Hymenoptera
GB48893	NA
GB48894	Insecta
GB48899	Insecta
GB48900	NA
GB48908	Insecta
GB48909	Insecta
GB48910	Insecta
GB48911	Insecta
GB48912	Insecta
GB48914	Hymenoptera
GB48916	Insecta
GB48917	Insecta
GB48919	Insecta
GB48922	NA
GB48923	Insecta
GB48924	Insecta
GB48925	Insecta
GB48926	Insecta
GB48927	Insecta
GB48928	Insecta
GB48929	Insecta
GB48930	Insecta
GB48932	Insecta
GB48933	Insecta
GB48934	NA
GB48935	Insecta
GB48936	Insecta
GB48937	Insecta
GB48938	Hymenoptera
GB48940	Insecta
GB48942	Insecta
GB48943	Insecta
GB48944	Insecta
GB48945	Insecta
GB48946	Insecta
GB48947	NA
GB48948	Insecta
GB48949	Insecta
GB48951	Insecta
GB48953	Insecta
GB48955	Insecta
GB48956	Insecta
GB48958	Hymenoptera
GB48960	Insecta
GB48961	Insecta
GB48962	Apoidea
GB48963	Insecta
GB48965	Insecta
GB48966	Insecta
GB48967	Insecta
GB48969	Hymenoptera
GB48970	Hymenoptera
GB48972	Insecta
GB48973	Insecta
GB48974	Insecta
GB48975	Insecta
GB48976	Insecta
GB48978	Hymenoptera
GB48979	Insecta
GB48980	Insecta
GB48981	Insecta
GB48982	Hymenoptera
GB48983	Insecta
GB48984	NA
GB48985	NA
GB48986	Hymenoptera
GB48987	Hymenoptera
GB48988	Hymenoptera
GB48989	NA
GB48990	NA
GB48991	Apoidea
GB48992	NA
GB48993	Insecta
GB48994	Insecta
GB48996	Insecta
GB48997	Insecta
GB48998	Insecta
GB48999	Insecta
GB49000	Insecta
GB49001	Hymenoptera
GB49002	Hymenoptera
GB49003	NA
GB49004	Hymenoptera
GB49010	Insecta
GB49012	Insecta
GB49013	Insecta
GB49014	NA
GB49015	NA
GB49017	Hymenoptera
GB49018	Hymenoptera
GB49019	Insecta
GB49020	Insecta
GB49021	Insecta
GB49022	Insecta
GB49024	Insecta
GB49025	Insecta
GB49026	Insecta
GB49027	Insecta
GB49028	Insecta
GB49029	Insecta
GB49030	NA
GB49031	Insecta
GB49032	Insecta
GB49033	Insecta
GB49034	NA
GB49035	Hymenoptera
GB49036	NA
GB49037	Insecta
GB49038	Insecta
GB49039	Apis
GB49040	Insecta
GB49041	Insecta
GB49042	Insecta
GB49043	Hymenoptera
GB49044	NA
GB49045	Insecta
GB49046	Insecta
GB49047	Insecta
GB49048	Insecta
GB49049	NA
GB49050	Insecta
GB49053	NA
GB49054	Insecta
GB49055	Hymenoptera
GB49057	Insecta
GB49058	NA
GB49060	NA
GB49065	NA
GB49066	Hymenoptera
GB49067	Insecta
GB49068	Apis
GB49069	Insecta
GB49071	Hymenoptera
GB49072	NA
GB49073	Insecta
GB49074	Insecta
GB49076	Insecta
GB49078	Hymenoptera
GB49079	Insecta
GB49080	Insecta
GB49081	Insecta
GB49082	NA
GB49083	Insecta
GB49084	Insecta
GB49085	Insecta
GB49086	Insecta
GB49087	Insecta
GB49089	Insecta
GB49090	Insecta
GB49091	NA
GB49093	Insecta
GB49094	NA
GB49095	Insecta
GB49096	Insecta
GB49097	Insecta
GB49098	Insecta
GB49099	Insecta
GB49100	Insecta
GB49101	Insecta
GB49102	Insecta
GB49104	Hymenoptera
GB49105	Insecta
GB49106	Insecta
GB49107	Insecta
GB49108	Insecta
GB49109	Insecta
GB49110	Insecta
GB49111	Insecta
GB49112	Insecta
GB49114	Insecta
GB49115	Insecta
GB49116	Insecta
GB49117	Insecta
GB49118	Insecta
GB49119	Insecta
GB49120	Insecta
GB49123	Hymenoptera
GB49124	Insecta
GB49125	NA
GB49126	Insecta
GB49127	NA
GB49128	NA
GB49129	Insecta
GB49130	Hymenoptera
GB49131	Insecta
GB49132	Insecta
GB49134	NA
GB49135	NA
GB49137	NA
GB49139	Insecta
GB49140	NA
GB49145	NA
GB49146	Insecta
GB49147	Insecta
GB49149	Insecta
GB49150	Insecta
GB49151	NA
GB49152	Insecta
GB49154	Insecta
GB49155	Insecta
GB49156	Insecta
GB49158	Insecta
GB49161	Insecta
GB49163	Insecta
GB49164	Insecta
GB49165	Insecta
GB49166	Insecta
GB49167	Insecta
GB49168	Insecta
GB49169	Insecta
GB49170	Insecta
GB49171	Insecta
GB49172	Insecta
GB49173	Insecta
GB49174	Insecta
GB49175	Insecta
GB49177	Insecta
GB49178	Insecta
GB49179	Insecta
GB49180	Insecta
GB49182	NA
GB49183	Hymenoptera
GB49184	Insecta
GB49185	Insecta
GB49186	Insecta
GB49187	Insecta
GB49188	Insecta
GB49189	Insecta
GB49190	Insecta
GB49191	Insecta
GB49192	Insecta
GB49193	Insecta
GB49194	Hymenoptera
GB49195	Hymenoptera
GB49207	Insecta
GB49219	Insecta
GB49220	Insecta
GB49221	Insecta
GB49222	Insecta
GB49223	Insecta
GB49226	Insecta
GB49227	Insecta
GB49229	NA
GB49230	Insecta
GB49231	Hymenoptera
GB49233	Insecta
GB49234	Insecta
GB49235	Insecta
GB49239	Insecta
GB49240	Insecta
GB49242	Insecta
GB49243	NA
GB49244	Insecta
GB49245	Insecta
GB49246	Insecta
GB49248	Insecta
GB49249	Insecta
GB49250	Insecta
GB49255	Insecta
GB49259	Insecta
GB49260	Insecta
GB49261	Hymenoptera
GB49262	Hymenoptera
GB49264	Insecta
GB49265	Insecta
GB49267	NA
GB49268	Hymenoptera
GB49269	Insecta
GB49272	NA
GB49273	Insecta
GB49275	Insecta
GB49276	Insecta
GB49277	Hymenoptera
GB49278	Hymenoptera
GB49279	Hymenoptera
GB49280	Insecta
GB49281	Insecta
GB49282	Insecta
GB49283	Hymenoptera
GB49284	Insecta
GB49285	Insecta
GB49289	Insecta
GB49290	Insecta
GB49296	Insecta
GB49297	Insecta
GB49298	Insecta
GB49299	Insecta
GB49301	Insecta
GB49303	Insecta
GB49304	Insecta
GB49305	Insecta
GB49306	Insecta
GB49307	Insecta
GB49308	Insecta
GB49309	Insecta
GB49311	Insecta
GB49312	Insecta
GB49313	Insecta
GB49315	Insecta
GB49316	NA
GB49317	Insecta
GB49318	Insecta
GB49320	Insecta
GB49321	Insecta
GB49322	Insecta
GB49323	Insecta
GB49324	Insecta
GB49325	Insecta
GB49326	Insecta
GB49327	Insecta
GB49328	Insecta
GB49329	Insecta
GB49330	Insecta
GB49331	Insecta
GB49332	Insecta
GB49333	NA
GB49336	Insecta
GB49337	Insecta
GB49338	Insecta
GB49339	Insecta
GB49340	Insecta
GB49341	Insecta
GB49342	Insecta
GB49343	Insecta
GB49344	Insecta
GB49345	Insecta
GB49346	Insecta
GB49347	Insecta
GB49348	Insecta
GB49349	Insecta
GB49350	Insecta
GB49351	Insecta
GB49352	Hymenoptera
GB49353	Insecta
GB49354	Hymenoptera
GB49355	Insecta
GB49356	Insecta
GB49357	Insecta
GB49358	Insecta
GB49359	NA
GB49361	Hymenoptera
GB49362	Insecta
GB49363	Insecta
GB49364	Insecta
GB49365	Insecta
GB49366	Insecta
GB49368	Insecta
GB49369	Insecta
GB49370	Insecta
GB49371	Insecta
GB49372	Insecta
GB49373	Insecta
GB49375	Insecta
GB49376	Insecta
GB49377	Insecta
GB49380	Insecta
GB49381	Insecta
GB49382	Insecta
GB49383	Insecta
GB49384	Hymenoptera
GB49385	Hymenoptera
GB49386	Hymenoptera
GB49388	Insecta
GB49389	Insecta
GB49390	Insecta
GB49391	Insecta
GB49392	Insecta
GB49393	NA
GB49394	Insecta
GB49395	Hymenoptera
GB49396	Insecta
GB49397	Insecta
GB49398	Insecta
GB49399	Insecta
GB49400	Insecta
GB49401	Insecta
GB49402	Insecta
GB49403	Insecta
GB49404	Insecta
GB49405	Insecta
GB49406	Insecta
GB49407	Insecta
GB49408	Insecta
GB49409	Insecta
GB49410	Insecta
GB49411	Insecta
GB49412	Insecta
GB49413	Insecta
GB49414	Insecta
GB49415	Insecta
GB49416	Insecta
GB49417	Insecta
GB49418	Insecta
GB49419	Insecta
GB49420	Insecta
GB49421	Insecta
GB49422	Insecta
GB49423	Insecta
GB49424	Insecta
GB49425	Insecta
GB49426	Insecta
GB49427	Insecta
GB49428	Insecta
GB49429	Insecta
GB49432	Insecta
GB49433	Insecta
GB49434	NA
GB49435	NA
GB49436	Hymenoptera
GB49437	Hymenoptera
GB49438	Insecta
GB49439	Insecta
GB49440	Insecta
GB49441	Insecta
GB49442	NA
GB49443	Insecta
GB49444	Insecta
GB49445	Hymenoptera
GB49446	Insecta
GB49447	NA
GB49448	Insecta
GB49449	Insecta
GB49450	Hymenoptera
GB49451	Insecta
GB49452	Insecta
GB49453	Insecta
GB49454	NA
GB49456	Insecta
GB49457	Insecta
GB49458	Insecta
GB49459	Insecta
GB49463	Insecta
GB49466	Insecta
GB49468	Insecta
GB49469	Insecta
GB49471	Insecta
GB49473	Insecta
GB49474	NA
GB49475	Insecta
GB49476	Insecta
GB49477	NA
GB49478	Insecta
GB49479	Insecta
GB49480	Insecta
GB49481	Insecta
GB49483	NA
GB49484	Insecta
GB49485	Insecta
GB49486	Insecta
GB49487	Insecta
GB49488	Insecta
GB49489	Insecta
GB49490	Insecta
GB49491	Insecta
GB49492	Insecta
GB49494	Insecta
GB49495	Insecta
GB49496	Insecta
GB49497	Insecta
GB49498	Insecta
GB49499	Insecta
GB49500	Hymenoptera
GB49501	Insecta
GB49502	Hymenoptera
GB49503	Hymenoptera
GB49504	Insecta
GB49505	Insecta
GB49506	Insecta
GB49507	Insecta
GB49511	Insecta
GB49512	NA
GB49513	NA
GB49514	Insecta
GB49515	Insecta
GB49516	Insecta
GB49517	Insecta
GB49518	Insecta
GB49519	Insecta
GB49520	Insecta
GB49521	Insecta
GB49522	Insecta
GB49523	Insecta
GB49524	Insecta
GB49525	Insecta
GB49526	Hymenoptera
GB49527	Insecta
GB49528	Insecta
GB49529	Insecta
GB49530	NA
GB49532	NA
GB49533	Insecta
GB49534	Insecta
GB49535	Insecta
GB49536	Insecta
GB49537	Insecta
GB49538	Insecta
GB49539	Insecta
GB49540	Insecta
GB49541	Insecta
GB49542	NA
GB49543	Insecta
GB49544	Insecta
GB49545	Insecta
GB49546	NA
GB49547	Apoidea
GB49548	Insecta
GB49549	Insecta
GB49551	Insecta
GB49552	Insecta
GB49553	Insecta
GB49554	Insecta
GB49555	Insecta
GB49556	Insecta
GB49557	NA
GB49558	Insecta
GB49559	Insecta
GB49560	NA
GB49562	Insecta
GB49564	Insecta
GB49565	Hymenoptera
GB49567	Insecta
GB49568	Hymenoptera
GB49569	NA
GB49570	Insecta
GB49572	Insecta
GB49573	Insecta
GB49574	Hymenoptera
GB49575	NA
GB49578	Apoidea
GB49579	Apoidea
GB49580	Hymenoptera
GB49581	Hymenoptera
GB49582	Insecta
GB49583	Insecta
GB49584	Hymenoptera
GB49588	Insecta
GB49589	Insecta
GB49590	Insecta
GB49592	NA
GB49593	Insecta
GB49594	Insecta
GB49596	Insecta
GB49597	Insecta
GB49598	Insecta
GB49599	NA
GB49601	Insecta
GB49602	NA
GB49603	NA
GB49604	Insecta
GB49605	Insecta
GB49607	Insecta
GB49608	Insecta
GB49609	Insecta
GB49610	NA
GB49611	Insecta
GB49612	Insecta
GB49613	Insecta
GB49614	Insecta
GB49621	Insecta
GB49622	Insecta
GB49623	Insecta
GB49624	Insecta
GB49625	Insecta
GB49626	Insecta
GB49627	Insecta
GB49628	Insecta
GB49629	Insecta
GB49632	Insecta
GB49633	Insecta
GB49634	Insecta
GB49637	Insecta
GB49638	Insecta
GB49639	Insecta
GB49640	Insecta
GB49641	Insecta
GB49642	Insecta
GB49643	Insecta
GB49644	Insecta
GB49645	NA
GB49646	Insecta
GB49647	Hymenoptera
GB49648	Insecta
GB49649	Insecta
GB49650	Insecta
GB49651	Insecta
GB49652	Insecta
GB49653	Insecta
GB49654	Insecta
GB49655	Insecta
GB49657	Insecta
GB49658	Insecta
GB49659	Insecta
GB49660	Insecta
GB49661	Insecta
GB49663	NA
GB49664	Insecta
GB49666	Insecta
GB49668	NA
GB49669	NA
GB49670	NA
GB49672	Insecta
GB49675	NA
GB49680	Insecta
GB49681	NA
GB49683	Hymenoptera
GB49684	Insecta
GB49685	NA
GB49686	Insecta
GB49687	NA
GB49688	Insecta
GB49689	Insecta
GB49690	Hymenoptera
GB49691	Hymenoptera
GB49692	Insecta
GB49693	NA
GB49694	NA
GB49695	NA
GB49696	Insecta
GB49698	NA
GB49700	Hymenoptera
GB49701	Insecta
GB49702	Insecta
GB49703	Insecta
GB49704	Insecta
GB49705	Insecta
GB49706	Insecta
GB49708	Insecta
GB49709	Insecta
GB49710	NA
GB49714	Insecta
GB49716	Insecta
GB49721	NA
GB49722	Insecta
GB49723	Insecta
GB49725	Insecta
GB49726	Insecta
GB49727	Insecta
GB49728	Insecta
GB49730	Hymenoptera
GB49732	Insecta
GB49734	Insecta
GB49735	Hymenoptera
GB49736	NA
GB49737	NA
GB49738	Insecta
GB49739	Insecta
GB49740	NA
GB49741	NA
GB49742	NA
GB49746	Insecta
GB49748	NA
GB49749	Insecta
GB49750	Hymenoptera
GB49751	Insecta
GB49752	Insecta
GB49753	Hymenoptera
GB49754	Insecta
GB49755	Insecta
GB49756	NA
GB49757	Insecta
GB49758	Hymenoptera
GB49759	Insecta
GB49762	Insecta
GB49763	Insecta
GB49764	Insecta
GB49765	NA
GB49766	NA
GB49767	Insecta
GB49768	Insecta
GB49769	Insecta
GB49770	Hymenoptera
GB49771	Insecta
GB49772	Hymenoptera
GB49773	Insecta
GB49775	Insecta
GB49776	Insecta
GB49777	Insecta
GB49778	Insecta
GB49780	Insecta
GB49781	Insecta
GB49783	Hymenoptera
GB49784	Insecta
GB49785	Insecta
GB49786	Insecta
GB49787	Insecta
GB49788	Insecta
GB49789	Insecta
GB49791	Hymenoptera
GB49792	Insecta
GB49793	Hymenoptera
GB49794	Insecta
GB49795	Insecta
GB49796	Insecta
GB49797	Insecta
GB49798	Insecta
GB49799	Insecta
GB49800	Insecta
GB49801	Insecta
GB49802	Insecta
GB49803	Insecta
GB49804	Insecta
GB49805	Insecta
GB49806	Insecta
GB49807	Insecta
GB49808	Insecta
GB49809	Insecta
GB49810	Insecta
GB49811	Insecta
GB49813	Insecta
GB49820	NA
GB49825	Hymenoptera
GB49826	Insecta
GB49827	Insecta
GB49828	Insecta
GB49829	Insecta
GB49830	Insecta
GB49831	Insecta
GB49832	NA
GB49833	Hymenoptera
GB49834	NA
GB49835	NA
GB49836	Insecta
GB49837	Insecta
GB49838	Insecta
GB49839	Insecta
GB49841	Insecta
GB49842	NA
GB49843	Insecta
GB49844	Insecta
GB49845	Insecta
GB49846	NA
GB49848	Apoidea
GB49849	NA
GB49851	NA
GB49852	Insecta
GB49853	Insecta
GB49854	Insecta
GB49855	NA
GB49857	Hymenoptera
GB49859	Insecta
GB49860	NA
GB49861	NA
GB49862	Insecta
GB49864	Insecta
GB49866	Insecta
GB49868	Insecta
GB49869	Insecta
GB49870	Insecta
GB49871	Insecta
GB49872	Insecta
GB49873	Hymenoptera
GB49874	NA
GB49875	Insecta
GB49876	Insecta
GB49877	NA
GB49878	Insecta
GB49879	Insecta
GB49882	Insecta
GB49883	Insecta
GB49884	Insecta
GB49885	Insecta
GB49886	Insecta
GB49887	Insecta
GB49888	Insecta
GB49889	NA
GB49890	Insecta
GB49891	Insecta
GB49894	Insecta
GB49895	Insecta
GB49896	Insecta
GB49897	Insecta
GB49899	Insecta
GB49900	Insecta
GB49901	Insecta
GB49902	Insecta
GB49903	Insecta
GB49904	Insecta
GB49905	NA
GB49906	Insecta
GB49907	Insecta
GB49908	Insecta
GB49909	Insecta
GB49911	Insecta
